,id,Date,Title,Description
4237,4237,"March 05, 2018, Monday","Street signs: PNB Housing closes gap with PNB, BSE shares fall, and more",The bank manager refused to sanction the loan unless more loan-worthy collateral was given
4238,4238,"March 05, 2018, Monday",Five PSBs on brink of being put under RBI's prompt corrective action plan,"Canara, Union Bank, PNB among possible candidates; may lead to recall of Rs 157-bn AT-1 bonds"
4239,4239,"March 05, 2018, Monday",Cash-rich PSU general insurer may be asked to buy out smaller ones,"In the 2018-19 Budget, FM Jaitley proposed merging three public sector general insurance companies into one single insurance ..."
4240,4240,"March 05, 2018, Monday","Many state-owned banks exist because of the state, says Rajnish Kumar",They all default and sit in the front rows of the industry associations: Rajnish Kumar
4241,4241,"March 05, 2018, Monday","RBI gets tough on MNC banks, asks them to create sub-targets",RBI removed the prior condition that only loans of up to Rs 50 million and Rs 100 million given to MSMEs would be PSL-compliant.
4242,4242,"March 05, 2018, Monday","PNB scam fallout: Trade finance hit as caution prevails, premium soars","Despite the immediate setback, bankers, however, feel that there will not be a complete freeze so that a genuine businessman's ..."
4243,4243,"March 05, 2018, Monday",PNB scam fallout widens as NCLT bars over 60 entities from selling assets,"the NCLT has restrained more than 60 entities, including Nirav Modi, Mehul Choksi, various individuals from selling their assets"
4244,4244,"March 05, 2018, Monday",Defaulting promoters must be barred from bidding: Axis Bank chief,Axis Bank chief Shikha Sharma said that there is 'some conversation' on this aspect already
4245,4245,"March 04, 2018, Sunday","PNB scam: CBI arrests 4 officials of Nirav Modi, Mehul Choksi's companies","The CBI has also arrested the then Director of Mehul Choksi's company, Gili India, Aniyath Shiv Raman Nair"
4246,4246,"March 04, 2018, Sunday",Govt's stake in IOB to increase by 7.49% after Rs 46.94-bn capital infusion,Government of India's stake in the Indian Overseas Bank (IOB) to increase by 7.49 per cent after it infuses Rs 46.94 billion as ...
4247,4247,"March 04, 2018, Sunday",Loan defaults: Sebi plans to push for disclosures by listed firms in a day,"One view is to keep this 'threshold' as low as Rs 50 million, though some want it higher at Rs 500 million"
4248,4248,"March 04, 2018, Sunday",Mauritius promises strong action against any entities involved in PNB scam,"PNB fraud being probed by multiple agencies in India, which are seeking details from their counterparts in various other"
4249,4249,"March 04, 2018, Sunday",PSBs write off Rs 5.16-bn NPAs of 38 wilful defaulters in H1FY18,State Bank of India accounts for over 27 per cent of the total amount owed to public sector banks by wilful defaulters as of ...
4250,4250,"March 04, 2018, Sunday",Another bank fraud? Borrowers misuse SBI loan of Rs 32 mn to produce a film,The production house is represented by Kabaddi player Raja and he is among the 13 borrowers
4251,4251,"March 03, 2018, Saturday","PNB scam: Court issues non-bailable warrants against Nirav Modi, Choksi","The ED had earlier issued summonses to Modi and Choksi, both key accused in the scam cases"
4252,4252,"March 03, 2018, Saturday",PNB chief Sunil Mehta admits the collusion of employees in LoUs scam,Agency questions MD at length on why the bank took so long to detect the fraud
4253,4253,"March 03, 2018, Saturday",Govt diluting RBI's power to select bank auditors: Financial professionals,They demanded the selection of bank central auditors and statutory branch auditors should be done under the control of the RBI
4254,4254,"March 03, 2018, Saturday",RBI rejects pleas from mobile wallet entities for less stringent KYC rules,"Players say users, especially blue-collar and similar category workers, find rules too strict; however, central bank declines ..."
4255,4255,"March 02, 2018, Friday",South Africa says Bank of Baroda holds 'proceeds of crime involving Guptas',The crackdown on the dairy farm project came just weeks after South African President Cyril Ramaphosa replaced Zuma as head of ...
4256,4256,"March 02, 2018, Friday","Your EMIs are set to rise! SBI, PNB and ICICI Bank increase lending rates","The cost of funds also fell from 6% to 5.42%. However, their NIM contracted by 26 bps to 2.45% in Dec '17"
4257,4257,"March 02, 2018, Friday","Nirav Modi case: CBI recovers LoU documents, arrests another PNB executive",Mishra was responsible for auditing the procedures and practices followed in the PNB branch and report them
4258,4258,"March 02, 2018, Friday",RBI creates separate Rs 50 bn limit for foreign investors in IRF segment,"After the utilisation limit in government bonds reaches 90%, as is the current situation, FPIs are not allowed to take position ..."
4259,4259,"March 02, 2018, Friday","RBI creates sub-targets for foreign banks to lend to farmers, MSMEs","Banks have been complaining against this mandate, but the creation of a sub-target is likely to put them off even more"
4260,4260,"March 02, 2018, Friday",SBI freezes three overseas deposit accounts of Nirav Modi group companies,"These accounts are not directly related to fraud, however,  these could help in investigation so the bank shared the details with ..."
4261,4261,"March 02, 2018, Friday",Bank of Baroda objects to freezing of funds in South Africa,The court documents showed that other banks transferred cash to the same dairy farm but their money wasn't frozen
4262,4262,"March 02, 2018, Friday",PNB scam: Govt directs PSBs to consolidate their overseas operations,Foreign branches of Indian banks had advanced money to companies belonging to diamond traders Nirav Modi and Mehul Choksi
4263,4263,"March 01, 2018, Thursday",Govt asks IDBI Bank to rejig its senior management like other PSBs,Much of IDBI Bank's special status was stripped off a few years ago when govt said the rank of the IDBI MD and CEO would be same ...
4264,4264,"March 01, 2018, Thursday",PNB appoints Lingam Venkata Prabhakar as executive director for 3 years,He has been appointed for a period of three years with effect from the date of taking over charge of the post on or after March 1
4265,4265,"March 01, 2018, Thursday",PNB auditor conspired with Nirav Modi in perpetrating $2-bn fraud: CBI,Mohinder Kumar Sharma was the internal chief auditor at the Brady House branch
4266,4266,"March 01, 2018, Thursday",Bihar youth commits suicide as Punjab National Bank refuses to give loan,District police official Vidhassgar said police has begun an investigation from all angles
4267,4267,"March 01, 2018, Thursday",CBI registers disproportionate assets case against ex-CMD of United Bank,"She joined United Bank of India on April 23, 2013 as Chairman-cum-Managing Director, a position she held till February 20, 2014"
4268,4268,"March 01, 2018, Thursday",Buyers express strong interest in Nirav Modi's 'bankrupt' Firestar Diamond,The Central Bureau of Investigation has so far arrested at least 13 people - seven from the bank and six more from Modi and ...
4269,4269,"March 01, 2018, Thursday",Indian Overseas Bank repays medium term notes of $500 million,IOB had raised these funds for business expansion and lending in the year 2011 and 2012
4270,4270,"March 01, 2018, Thursday",Nirav Modi case: CBI recovers documents related to LoU from Mumbai 'chawl',It is alleged that LoUs and LCs worth close to $2 billion were issued to the companies of uncle-nephew duo of Choksi and Modi ...
4271,4271,"March 01, 2018, Thursday","EMIs set to rise as SBI, PNB raise lending rates",SBI hiking of the MCLR makes it the first hike in the 1-year MCLR since the inception of a new lending rate system in April 2016
4272,4272,"March 01, 2018, Thursday",Public sector banks need to improve governance infrastructure: SBI chief,"Talking about State Bank of India, Kumar said SBI has a good risk mitigation architecture"
4273,4273,"March 01, 2018, Thursday","Despite bank fraud, this $40-bn fund manager finds India as surprise haven","'The extremely positive environment for investing in Indonesian banks or Brazilian consumers in 2010, 2011, 2012 -- that's where ..."
4274,4274,"March 01, 2018, Thursday",PNB denies reports RBI didn't conduct any audit at Brady House branch,"Earlier, the fraud amount was said to be Rs 114 billion, but onn Tuesday, the bank had informed the stock exchanges that ..."
4275,4275,"March 01, 2018, Thursday",PNB fraud: ED attaches Rs 12-bn assets of Mehul Choksi; 10 developments,The development comes a day after a Blue Corner notice was issued against the Gitanjali promoter and Nirav Modi
4276,4276,"March 01, 2018, Thursday",ICAI seeks govt help for access to PNB fraud data,ICAI intends to investigate the chartered accountants of PNB
4277,4277,"February 28, 2018, Wednesday",Lending rate hike coming? SBI raises term deposit rates across maturities,"In an announcement on its website, the bank said, effective Wednesday, 7- to 45-day deposits will earn an annual interest rate of ..."
4278,4278,"February 28, 2018, Wednesday",Subhiksha promoter R Subramaniam arrested by ED in money-laundering case,"In 2015, the Economic Offences Wing (EOW) of the Tamil Nadu Police had arrested Subramanian for allegedly cheating depositors to ..."
4279,4279,"February 28, 2018, Wednesday","Canara, Corporation banks clarify on R P Infosystems, Ramnandi fraud cases",State owned Canara Bank today said Kolkata based RP Infosystems was declared as a fraud account in May 2015 in which it was a ...
4280,4280,"February 28, 2018, Wednesday","I-T issues lookout notice against Nirav, Choksi to restrict their movement","Meanwhile, Nirav Modi has refused to join Central Bureau of Investigation (CBI) probe in connection with the PNB scam"
4281,4281,"February 28, 2018, Wednesday",Canara Bank alleges Rs 5 bn fraud by Kolkata-based R P Infosystems,The bank has made a complaint to the CBI
4282,4282,"February 28, 2018, Wednesday",PNB fraud & more: Nifty PSU Bank sees worst monthly fall in two years,"The recent fall has been triggered by the Punjab National Bank fraud, estimated to be worth over Rs 114 billion"
4283,4283,"February 28, 2018, Wednesday",Allegations of frauds dent India Inc's ability to win investor confidence,"Government bonds have suffered their worst sell-off in almost two decades, and the rupee and stocks have been under pressure"
4284,4284,"February 28, 2018, Wednesday",CBI arrests PNB Brady House branch's internal auditor in $2-billion fraud,"The arrested auditor M K Sharma was ""allegedly responsible for auditing the systems and practices"" of the bank's Brady House ..."
4285,4285,"February 28, 2018, Wednesday",Low-cost home loans face high risk of loan default; Maha tops list: Report,"During the past three years, state-run lenders' share in new home loan disbursal has decreased by 10 per cent, while that of ..."
